id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD046062,C00616,P010,May 01 2023,4,9296.71,annulé,Kénitra,cash_delivery,L024,
CMD036760,C07041,P014,Aug 11 2022,2,371.5,retourné,Casablanca,carte_bancaire,L022,
CMD021418,C07137,P023,Oct 28 2024,3,1297.31,en_cours,Kénitra,carte_bancaire,L005,
CMD006536,C07829,P026,Mar 22 2023,2,317.87,en_cours,Meknès,mobile_payment,L040,
CMD024444,C04449,P014,Mar 07 2022,2,412.67,retourne,Tanger,virement,L011,
CMD017826,C07166,P024,May 26 2022,1,1127.66,KO,Marrakech,cash_delivery,L030,
CMD035378,C02518,P027,24/02/2022,1,228.17,retourné,Casablanca,mobile_payment,L008,
CMD037814,C00690,P002,2022-03-17,2,12137.32,en_cours,Kénitra,virement,L037,
CMD002241,C02365,P024,Nov 20 2023,5,1451.2,en_cours,Rabat,virement,L038,
CMD022914,C01767,P002,2024-04-04,2,12956.6,livré,Oujda,cash_delivery,L036,2024-04-06
CMD006380,C03433,P022,03/08/2022,1,2598.53,OK,tanger,virement,,
CMD012466,C03157,P033,03/07/2024,1,121.92,livre,Casablanca,mobile_payment,L003,2024-07-07
CMD031361,C03744,P032,Jun 27 2024,5,77.71,retourne,rbt,virement,L004,
CMD035395,C06338,P006,Aug 20 2023,3,15221.42,annulé,Fès,cash_delivery,L044,
CMD009406,C02365,P007,2023-01-19,3,14161.9,annulé,CASA,carte_bancaire,L008,
CMD012994,C07265,P034,Feb 15 2022,1,165.05,DONE,Rabat,cash_delivery,L044,2022-02-19
CMD036542,C05030,P019,2023-07-22,4,378.12,retourne,Kénitra,cash_delivery,L024,
CMD015332,C05720,P016,2023-05-09,4,8047.78,DONE,Tanger,carte_bancaire,L006,2023-05-13
CMD002238,C04500,P008,14/07/2023,2,12832.25,DONE,tanger,cash_delivery,L030,2023-07-16
CMD022826,C03459,P035,12/02/2023,4,119.21,retourne,rbt,cash_delivery,,
CMD044381,C07438,P034,08/09/2024,5,146.75,OK,casa,carte_bancaire,L048,
CMD006903,C07009,P016,2023-01-18,2,7272.29,DONE,Oujda,cash_delivery,L024,2023-01-25
CMD047075,C03267,P002,26/09/2024,5,12599.29,livré,casa,carte_bancaire,L030,2024-09-27
CMD021404,C06128,P022,2022-01-13,5,2147.73,annule,Tanger,mobile_payment,L004,
CMD024203,C02094,P021,2022-06-25,5,598.3,retourne,Agadir,cash_delivery,,
CMD040244,C02160,P016,11/12/2023,2,6538.09,annulé,RABAT,carte_bancaire,L032,
CMD006275,C07456,P031,Jun 07 2023,5,101.18,livré,rbt,cash_delivery,L036,2023-06-09
CMD011019,C01743,P033,30/10/2022,2,130.14,annulé,Kénitra,cash_delivery,L037,
CMD049127,C03127,P029,2024-09-07,4,194.57,retourné,Tétouan,virement,L041,
CMD023967,C05819,P019,Apr 07 2023,3,383.21,annulé,rbt,cash_delivery,L047,
CMD004204,C07070,P011,25/04/2023,1,3097.22,livre,TANGER,carte_bancaire,L017,2023-04-26
CMD028686,C05056,P011,17/01/2022,4,2621.62,OK,CASA,cash_delivery,L015,
CMD019464,C06255,P029,2023-03-04,2,196.02,livré,Fès,virement,L047,2023-03-06
CMD010690,C06119,P030,Aug 09 2023,1,127.37,LIVRE,fes,virement,L009,2023-08-11
CMD025246,C05197,P007,23/09/2023,2,14843.58,DONE,Marrakech,carte_bancaire,L027,2023-09-27
CMD014502,C00004,P011,Feb 15 2022,3,3197.15,retourné,Kénitra,mobile_payment,L032,
CMD016136,C05513,P034,23/06/2024,4,180.68,livré,mkch,virement,L010,2024-06-26
CMD015682,C05520,P028,2024-12-19,5,393.7,annulé,Meknès,carte_bancaire,L014,
CMD011114,C03408,P005,26/08/2023,2,10295.66,retourné,Tétouan,mobile_payment,L046,
CMD013848,C02039,P012,14/05/2024,3,1402.99,OK,Rabat,cash_delivery,L045,
CMD039990,C00487,P009,Feb 12 2022,5,13678.52,annulé,Fès,mobile_payment,L045,
CMD010158,C00989,P007,08/06/2024,4,12313.55,retourné,CASA,mobile_payment,L022,
CMD045479,C02302,P020,Aug 24 2024,4,448.1,retourné,tanger,cash_delivery,L043,
CMD035315,C00253,P016,May 05 2024,1,7084.03,retourné,TNG,mobile_payment,L015,
CMD036328,C07127,P003,Dec 31 2023,3,9089.98,LIVRE,Fès,carte_bancaire,L044,2024-01-01
CMD030368,C00166,P017,11/09/2022,4,922.44,retourné,Tétouan,mobile_payment,L031,
CMD037531,C02947,P008,Feb 20 2023,1,12516.87,livré,Rabat,mobile_payment,L039,2023-02-25
CMD033830,C01816,P009,Jan 09 2022,2,11690.06,retourné,mkch,cash_delivery,L020,
CMD021395,C03074,P024,04/07/2024,3,1195.59,en_cours,Agadir,carte_bancaire,L007,
CMD018702,C06135,P004,25/03/2024,3,6257.44,livré,Oujda,cash_delivery,L037,2024-03-29
CMD041630,C01811,P012,10/05/2024,3,1602.69,annulé,TANGER,mobile_payment,L050,
CMD000492,C01476,P033,2024-08-15,5,128.14,annulé,Tétouan,virement,L042,
CMD019385,C00505,P034,May 07 2022,-3,144.54,annulé,rbt,mobile_payment,L022,
CMD011911,C03991,P009,10/02/2023,4,11239.93,KO,Tétouan,cash_delivery,L008,
CMD031608,C07404,P029,16/09/2023,5,188.74,KO,tanger,mobile_payment,L022,
CMD027912,C02794,P034,2022-11-10,4,162.7,livre,Kénitra,cash_delivery,L019,2022-11-15
CMD048787,C07898,P008,20/07/2024,5,13325.16,en_cours,Oujda,carte_bancaire,L023,
CMD049846,C03176,P014,2024-04-11,1,423.5,annulé,Oujda,mobile_payment,L028,
CMD028136,C07474,P020,16/06/2023,3,492.07,retourné,Oujda,cash_delivery,L039,
CMD015581,C03139,P005,16/12/2023,3,10652.47,annulé,Kénitra,virement,,
CMD023703,C02963,P030,17/08/2022,5,133.67,LIVRE,Oujda,cash_delivery,L007,2022-08-21
CMD013632,C04191,P030,02/07/2022,3,162.45,livre,Fès,mobile_payment,L033,2022-07-05
CMD014750,C06686,P026,May 05 2023,1,278.16,livré,Marrakech,carte_bancaire,,2023-05-12
CMD021969,C04833,P002,2022-02-10,4,13000.72,livré,Fès,mobile_payment,L015,2022-02-15
CMD013059,C05768,P005,2023-03-05,5,9130.77,retourne,Rabat,carte_bancaire,L009,
CMD024736,C02912,P001,May 11 2023,5,11825.17,en_cours,Tnja,carte_bancaire,L006,
CMD014351,C00341,P035,Jul 09 2024,3,127.14,annule,casa,carte_bancaire,L028,
CMD036569,C06453,P007,23/02/2023,5,14757.11,en_cours,Tanger,virement,L023,
CMD000644,C03527,P016,2022-03-26,5,7726.37,en_cours,Kénitra,carte_bancaire,L013,
CMD017682,C07495,P007,2022-03-23,4,11970.73,KO,CASA,mobile_payment,L014,
CMD013425,C01146,P035,2023-03-12,2,103.96,OK,Rabat,carte_bancaire,L007,
CMD043262,C06100,P009,Jun 23 2022,1,10395.01,retourné,Oujda,virement,L041,
CMD025926,C03195,P010,Jul 13 2023,5,9139.95,livré,Agadir,carte_bancaire,L019,2023-07-14
CMD007719,C01191,P033,Oct 28 2022,3,115.0,en_cours,Tnja,cash_delivery,L040,
CMD032184,C05461,P016,21/01/2023,5,7652.65,retourné,Meknès,carte_bancaire,L042,
CMD039869,C03511,P028,Apr 09 2022,3,376.35,en_cours,tanger,cash_delivery,L010,
CMD035545,C07612,P025,2022-10-04,1,1031.63,livré,Marrakech,virement,L049,2022-10-10
CMD002719,C03777,P017,29/04/2023,3,912.8,retourné,rbt,carte_bancaire,L049,
CMD027153,C00648,P020,21/03/2023,2,478.56,retourné,Fès,carte_bancaire,L008,
CMD007558,C05295,P010,30/12/2023,4,8993.62,livré,Agadir,virement,L047,2024-01-01
CMD005727,C00097,P034,25/04/2023,1,154.26,retourné,Oujda,carte_bancaire,L038,
CMD020466,C01538,P029,2022-01-15,1,212.34,en_cours,Agadir,carte_bancaire,L033,
CMD013702,C06051,P034,Mar 29 2022,3,185.86,LIVRE,Tanger,mobile_payment,L032,2022-04-01
CMD011430,C00650,P031,16/12/2023,2,97.13,retourné,Marrakech,mobile_payment,L039,
CMD007871,C06386,P003,Apr 07 2024,3,7417.02,retourné,Tanger,mobile_payment,L025,
CMD013520,C05702,P024,Feb 20 2024,6,1131.54,annule,Tétouan,cash_delivery,,
CMD022816,C07853,P028,05/03/2023,5,435.0,annulé,Kénitra,mobile_payment,L029,
CMD004365,C02126,P003,Aug 27 2023,5,7354.8,livré,Rabat,virement,L028,2023-09-02
CMD047728,C07668,P019,Oct 23 2022,5,345.5,KO,Marrakech,virement,L001,
CMD044542,C02928,P027,2023-01-26,1,285.74,annulé,tanger,cash_delivery,L043,
CMD034039,C03578,P011,2024-05-05,3,3338.32,livré,Tnja,carte_bancaire,L006,2024-05-06
CMD045118,C04677,P019,2022-03-25,5,372.35,annulé,Meknès,carte_bancaire,L038,
CMD020306,C01602,P029,26/09/2022,3,188.5,annulé,Casablanca,carte_bancaire,L036,
CMD024432,C02231,P008,Nov 20 2024,3,12509.26,retourné,Tétouan,virement,L021,
CMD043611,C06702,P022,May 26 2023,5,2166.45,livre,Kénitra,mobile_payment,L008,2023-06-02
CMD005171,C02733,P009,28/12/2023,3,10786.39,LIVRE,TANGER,carte_bancaire,L013,2024-01-01
CMD021720,C01609,P016,2022-04-12,3,7683.64,retourne,rbt,carte_bancaire,L043,
CMD000792,C02945,P018,Jun 17 2023,2,832.59,retourné,tanger,cash_delivery,L011,
CMD001544,C07685,P035,11/06/2022,4,105.98,OK,Kénitra,cash_delivery,L029,
CMD022461,C06542,P024,2022-02-18,2,1220.8,annulé,Casablanca,virement,L027,
CMD009350,C05500,P011,27/02/2024,4,3032.26,annulé,casa,carte_bancaire,,
CMD049721,C03923,P023,04/11/2024,5,1322.08,livré,Oujda,mobile_payment,L018,2024-11-09
CMD023755,C04126,P003,Dec 30 2022,2,9095.58,annulé,casa,carte_bancaire,L015,
CMD009238,C04218,P016,Aug 25 2022,3,6547.41,OK,Fès,mobile_payment,L034,
CMD011077,C00447,P032,May 13 2023,2,70.59,retourné,Kénitra,virement,L037,
CMD030638,C02170,P003,02/07/2023,5,8230.91,annulé,RABAT,mobile_payment,L005,
CMD015665,C01464,P017,2024-01-10,5,924.46,annulé,Kénitra,virement,,
CMD012091,C02999,P028,28/10/2022,4,347.4,DONE,TANGER,mobile_payment,L048,2022-10-29
CMD001286,C07818,P016,Apr 16 2022,3,8566.03,annulé,Casablanca,carte_bancaire,L017,
CMD035456,C06924,P003,2022-12-10,3,7429.16,KO,Meknès,cash_delivery,L009,
CMD027005,C03174,P007,24/09/2022,2,13350.1,en_cours,Meknès,mobile_payment,L020,
CMD006706,C01337,P001,Mar 10 2024,5,14824.93,en_cours,RABAT,carte_bancaire,L021,
CMD039430,C07871,P028,29/04/2023,2,343.62,livré,Kénitra,carte_bancaire,L011,2023-05-05
CMD028494,C05004,P027,2022-02-10,3,273.51,annulé,fes,cash_delivery,L020,
CMD001044,C03756,P031,2024-01-26,3,100.1,DONE,rbt,mobile_payment,L019,2024-01-27
CMD028797,C03389,P022,19/09/2024,2,2724.75,en_cours,Marrakech,mobile_payment,L030,
CMD040256,C01497,P025,11/07/2023,1,895.89,KO,fes,carte_bancaire,L008,
CMD043045,C05180,P019,14/11/2023,1,360.9,LIVRE,Kénitra,cash_delivery,L027,2023-11-19
CMD031767,C05246,P014,May 14 2024,1,368.67,DONE,Kénitra,cash_delivery,L001,2024-05-20
CMD018594,C06945,P008,Jan 03 2024,3,11677.18,retourne,RABAT,cash_delivery,L036,
CMD014093,C05056,P024,Apr 23 2023,2,1222.18,livré,Rabat,virement,L022,2023-04-25
CMD027474,C01820,P011,May 02 2024,1,2733.17,en_cours,Meknès,cash_delivery,L031,
CMD046158,C00750,P012,May 20 2022,1,1411.18,OK,Tanger,virement,L001,
CMD003170,C06959,P032,2022-05-28,2,80.99,annulé,TNG,virement,L026,
CMD044753,C06400,P035,23/12/2022,3,106.99,annule,Oujda,cash_delivery,L040,
CMD023026,C05573,P015,2022-03-18,2,8888.42,annulé,Tétouan,carte_bancaire,L045,
CMD000427,C00629,P033,19/08/2022,4,122.21,LIVRE,Rabat,mobile_payment,L037,2022-08-24
CMD005886,C07418,P031,Jun 20 2023,3,90.91,livré,Marrakech,cash_delivery,L021,2023-06-22
CMD040984,C06970,P034,08/07/2022,4,182.84,retourné,Casablanca,carte_bancaire,L044,
CMD020841,C05545,P034,11/03/2022,3,191.24,retourné,Marrakech,cash_delivery,L028,
CMD032752,C04829,P018,12/03/2023,2,910.17,retourné,Meknès,carte_bancaire,L007,
CMD039881,C03104,P032,25/05/2024,3,90.46,en_cours,fes,carte_bancaire,L007,
CMD037723,C07327,P008,2024-08-05,-1,13842.81,OK,Kénitra,carte_bancaire,L025,
CMD028782,C06113,P015,27/12/2024,1,10015.56,annulé,Kénitra,carte_bancaire,L028,
CMD016769,C06596,P016,25/06/2024,5,8521.61,en_cours,Kénitra,cash_delivery,L038,
CMD001191,C05586,P030,2024-07-03,3,159.87,livré,Casablanca,virement,L042,2024-07-07
CMD003230,C05482,P011,Jul 25 2022,1,2894.5,annulé,Kénitra,cash_delivery,L010,
CMD016299,C01053,P003,2023-02-11,4,8487.83,OK,Fès,cash_delivery,L028,
CMD032120,C01987,P014,25/11/2024,2,458.24,LIVRE,Rabat,mobile_payment,L042,2024-11-30
CMD027903,C02789,P001,2024-10-15,2,12570.18,annule,Fès,mobile_payment,,
CMD000933,C03790,P029,18/02/2024,4,214.75,annulé,Tétouan,cash_delivery,L003,
CMD004173,C06563,P003,19/09/2023,3,7925.16,retourné,Agadir,cash_delivery,L022,
CMD005357,C00437,P033,2022-04-08,3,121.43,en_cours,mkch,virement,,
CMD049119,C06814,P017,2023-02-01,4,769.14,livre,Marrakech,virement,L022,2023-02-03
CMD023264,C03408,P006,Mar 15 2022,2,13464.2,livre,Tanger,carte_bancaire,L046,2022-03-21
CMD034491,C03254,P035,2024-11-15,1,123.82,retourné,RABAT,mobile_payment,L006,
CMD036227,C02602,P020,2022-08-17,1,495.5,livré,Casablanca,cash_delivery,L007,2022-08-18
CMD027935,C06805,P021,May 19 2022,2,670.74,en_cours,Marrakech,cash_delivery,L010,
CMD012045,C00296,P026,04/12/2024,3,309.6,KO,Kénitra,carte_bancaire,L017,
CMD024863,C07682,P010,2022-11-26,5,8965.73,DONE,tanger,carte_bancaire,,2022-11-30
CMD020419,C06364,P028,2024-09-19,5,370.52,livré,fes,cash_delivery,L046,2024-09-21
CMD009999,C04646,P006,2022-02-22,1,16766.61,retourné,Kénitra,virement,L049,
CMD004531,C03221,P016,May 30 2022,5,8166.65,livré,TNG,cash_delivery,L017,2022-06-02
CMD002142,C04609,P011,2024-02-02,4,3027.93,annulé,TNG,cash_delivery,L035,
CMD025478,C01500,P013,Mar 25 2022,5,935.98,livré,Agadir,cash_delivery,L046,2022-03-29
CMD021843,C04121,P035,Jul 12 2023,2,111.31,annulé,Rabat,carte_bancaire,,
CMD021642,C01880,P017,2023-06-28,1,878.14,en_cours,Tnja,virement,L041,
CMD041838,C02242,P008,28/03/2024,5,14346.37,retourné,Agadir,virement,,
CMD022899,C00551,P022,Nov 10 2022,2,2826.14,annule,Oujda,cash_delivery,L037,
CMD032703,C01436,P026,Jul 17 2023,2,342.93,annule,Tétouan,mobile_payment,L001,
CMD045912,C00046,P003,May 17 2024,-3,8418.69,en_cours,Meknès,carte_bancaire,L049,
CMD031866,C02606,P031,Jan 08 2024,3,83.12,retourne,Casablanca,mobile_payment,L010,
CMD011618,C01513,P032,Apr 04 2024,5,89.48,KO,Meknès,carte_bancaire,L006,
CMD039479,C04667,P028,Aug 06 2024,5,358.99,annulé,Meknès,mobile_payment,L039,
CMD021256,C04208,P004,16/06/2024,4,6520.96,KO,Oujda,carte_bancaire,L013,
CMD018154,C03586,P032,2022-10-01,3,82.35,annulé,Agadir,cash_delivery,L020,
CMD002559,C00898,P010,23/07/2023,4,0.0,annule,Tanger,carte_bancaire,L049,
CMD022041,C01432,P006,2024-04-16,5,15767.18,retourné,Tnja,mobile_payment,,
CMD031192,C02725,P009,Nov 17 2023,3,11137.99,annulé,tanger,mobile_payment,L027,
CMD038227,C02515,P030,Dec 18 2023,5,138.25,en_cours,Oujda,carte_bancaire,L049,
CMD015950,C04205,P019,2024-10-12,3,305.26,en_cours,fes,virement,L034,
CMD012705,C03355,P028,09/05/2023,1,393.48,retourné,Tétouan,mobile_payment,L042,
CMD017594,C05126,P011,2023-12-29,2,2647.52,annule,Casablanca,cash_delivery,L010,
CMD049758,C04629,P035,2023-10-09,1,134.05,retourné,casa,virement,L012,
CMD049376,C07148,P007,2022-11-23,4,12569.55,annulé,Marrakech,cash_delivery,L005,
CMD040091,C07269,P019,2023-02-07,4,327.03,en_cours,fes,carte_bancaire,L046,
CMD018577,C00001,P025,Jan 21 2022,2,861.69,retourné,Casablanca,mobile_payment,,
CMD014277,C03568,P009,Jun 01 2024,4,11487.51,en_cours,TANGER,mobile_payment,L014,
CMD006886,C01483,P023,Jun 13 2024,3,1398.85,annulé,mkch,virement,L018,
CMD001534,C07821,P015,2023-06-17,1,8029.22,LIVRE,Fès,virement,L028,2023-06-23
CMD048309,C00724,P033,23/02/2024,1,117.87,OK,TNG,cash_delivery,L012,
CMD043677,C02621,P025,Jul 14 2023,4,879.83,annulé,Tétouan,cash_delivery,L023,
CMD009003,C02749,P031,03/11/2022,5,100.29,KO,casa,virement,L004,
CMD000958,C02696,P024,01/01/2024,2,1275.13,LIVRE,Tnja,cash_delivery,L034,2024-01-03
CMD029183,C01604,P010,Feb 21 2022,1,8723.19,livre,Meknès,mobile_payment,L016,2022-02-28
CMD002761,C03200,P021,19/09/2022,5,620.29,livré,casa,virement,L015,2022-09-24
CMD000660,C05981,P019,Aug 17 2023,5,333.19,en_cours,casa,cash_delivery,L028,
CMD027310,C04803,P011,2023-09-19,2,3287.36,livré,Tanger,virement,L046,2023-09-22
CMD017713,C00200,P033,2023-05-29,5,146.14,retourné,Tanger,carte_bancaire,L004,
CMD006315,C02943,P016,16/06/2023,4,8607.81,annulé,Oujda,cash_delivery,L019,
CMD014565,C02236,P021,Jul 01 2024,2,559.31,retourné,Oujda,mobile_payment,L038,
CMD018447,C02225,P035,06/08/2024,2,111.23,OK,Meknès,virement,,
CMD000370,C01165,P008,Nov 24 2022,3,14487.49,LIVRE,Meknès,cash_delivery,L024,2022-11-26
CMD035963,C06384,P027,04/12/2022,5,261.94,retourne,tanger,mobile_payment,L018,
CMD016636,C02308,P012,2023-10-14,5,1289.61,KO,Casablanca,virement,L025,
CMD038750,C07665,P014,24/04/2024,1,457.49,annulé,Fès,cash_delivery,L028,
CMD019608,C05675,P002,26/01/2022,5,11480.84,DONE,Casablanca,carte_bancaire,L036,2022-01-28
CMD034440,C01905,P003,2023-04-25,1,8198.48,en_cours,Oujda,cash_delivery,L046,
CMD013572,C05843,P004,Nov 19 2024,2,6377.23,livré,Tétouan,mobile_payment,L032,2024-11-20
CMD037148,C05892,P028,2023-07-01,2,418.53,en_cours,CASA,virement,L034,
CMD045021,C00435,P035,Feb 22 2024,5,111.08,livré,casa,cash_delivery,L037,2024-02-23
CMD017769,C06425,P031,04/09/2023,3,92.0,DONE,Oujda,virement,L047,2023-09-11
CMD011877,C00096,P006,Jan 16 2024,1,14313.78,en_cours,Tétouan,carte_bancaire,L029,
CMD008872,C01806,P008,Aug 24 2023,1,12469.04,annule,Casablanca,cash_delivery,L032,
CMD049385,C02172,P015,2024-02-18,3,8081.27,annulé,Marrakech,virement,L028,
CMD040940,C06309,P033,2024-04-14,4,116.46,annulé,rbt,cash_delivery,L024,
CMD010610,C03382,P030,03/11/2024,3,169.25,retourné,Oujda,cash_delivery,L010,
CMD046938,C03631,P014,2023-09-11,3,446.94,retourne,fes,mobile_payment,L037,
CMD037296,C06018,P032,10/10/2023,5,80.98,annulé,tanger,carte_bancaire,L050,
CMD048834,C03636,P016,2023-04-03,4,8170.77,DONE,TANGER,carte_bancaire,L001,2023-04-06
CMD019680,C05458,P003,2022-01-05,4,9170.88,LIVRE,Marrakech,virement,,2022-01-12
CMD043078,C04056,P024,Feb 16 2024,3,1245.86,livré,TNG,virement,L039,2024-02-22
CMD007887,C05480,P022,07/03/2022,1,2553.44,annule,tanger,carte_bancaire,L020,
CMD027391,C01006,P029,19/03/2022,2,174.38,livré,Marrakech,cash_delivery,L003,2022-03-23
CMD014803,C00754,P007,2024-03-29,2,12711.13,retourné,Fès,cash_delivery,L010,
CMD048126,C05146,P029,Apr 24 2023,4,204.56,en_cours,Tétouan,carte_bancaire,L043,
CMD016387,C05651,P022,Nov 04 2024,4,2560.43,livré,Casablanca,mobile_payment,L044,2024-11-06
CMD010379,C02178,P007,May 04 2024,5,14673.41,retourné,tanger,carte_bancaire,L048,
CMD042105,C01795,P017,Dec 24 2022,4,972.64,annule,Casablanca,cash_delivery,L044,
CMD010601,C06800,P022,2022-05-24,4,2396.67,retourné,Tanger,mobile_payment,L019,
CMD030696,C02234,P020,2023-05-30,2,505.9,livré,RABAT,cash_delivery,L005,2023-06-06
CMD005662,C07482,P033,2023-07-25,5,135.25,retourne,rbt,virement,L023,
CMD003310,C06219,P023,Jan 10 2024,1,1155.65,annulé,Rabat,carte_bancaire,L015,
CMD032187,C05634,P035,26/10/2022,4,121.75,livre,Agadir,mobile_payment,L041,2022-11-01
CMD029948,C00225,P022,14/07/2023,1,2219.61,en_cours,Marrakech,cash_delivery,L034,
CMD003057,C05917,P009,Aug 07 2022,3,10353.35,annule,Meknès,virement,,
CMD001906,C06448,P009,2022-04-01,4,10814.99,annulé,Casablanca,cash_delivery,L026,
CMD023717,C00499,P031,12/06/2023,5,82.03,livré,TNG,cash_delivery,L037,2023-06-13
CMD004157,C07359,P009,Sep 30 2023,2,11930.96,annulé,Tétouan,mobile_payment,,
CMD000944,C03184,P002,2023-12-28,5,10403.39,retourné,Tétouan,cash_delivery,L026,
CMD024981,C03949,P006,Nov 16 2023,5,16627.53,livré,TANGER,carte_bancaire,L015,2023-11-20
CMD045512,C01635,P003,2023-01-17,1,8175.13,livre,Marrakech,mobile_payment,L006,2023-01-24
CMD022285,C05669,P033,Nov 29 2024,2,146.06,annulé,TANGER,carte_bancaire,L016,
CMD038672,C06751,P020,2022-12-15,2,447.07,en_cours,Tanger,carte_bancaire,L035,
CMD026307,C02923,P030,03/11/2024,3,142.7,annule,Tnja,carte_bancaire,L009,
CMD029555,C03930,P006,Jan 28 2022,2,0.0,annulé,Agadir,cash_delivery,L047,
CMD002295,C03906,P008,Apr 03 2024,5,11247.68,retourné,Tanger,mobile_payment,L018,
CMD006804,C00541,P025,Aug 26 2023,4,948.2,en_cours,RABAT,virement,L039,
CMD023691,C06649,P018,22/02/2024,6,768.0,LIVRE,Kénitra,mobile_payment,L025,2024-02-27
CMD032274,C03977,P031,2023-12-21,5,96.34,annulé,Casablanca,mobile_payment,L023,
CMD040492,C06261,P016,14/07/2024,5,6963.56,annulé,Rabat,mobile_payment,L035,
CMD046995,C05906,P029,2024-12-27,2,174.8,annule,Agadir,cash_delivery,L009,
CMD022490,C00176,P016,Feb 11 2023,2,6583.08,livré,mkch,mobile_payment,L047,2023-02-16
CMD029872,C05665,P005,2024-08-30,5,9984.49,annulé,mkch,mobile_payment,L013,
CMD040649,C06582,P025,05/12/2023,4,991.16,annulé,Kénitra,virement,L006,
CMD011011,C01565,P003,Oct 04 2023,4,8646.07,retourne,rbt,cash_delivery,L025,
CMD033513,C06210,P017,2022-09-06,3,924.19,KO,Tnja,virement,,
CMD042301,C01073,P030,Mar 23 2024,5,148.91,OK,Casablanca,carte_bancaire,L012,
CMD044521,C01916,P023,Aug 07 2023,3,1237.4,annulé,Oujda,cash_delivery,L016,
CMD000290,C06417,P033,2023-06-19,2,143.82,DONE,Agadir,carte_bancaire,L001,2023-06-25
CMD032733,C01587,P031,2022-01-22,5,95.03,retourné,mkch,virement,L042,
CMD023576,C03228,P033,Feb 02 2023,5,144.69,annulé,rbt,cash_delivery,L004,
CMD023255,C05752,P028,15/03/2022,3,340.06,annule,Tétouan,carte_bancaire,L013,
CMD010676,C04102,P001,2022-01-23,2,13634.81,KO,RABAT,carte_bancaire,L034,
CMD008823,C05692,P011,2024-11-11,2,3119.72,retourne,Fès,carte_bancaire,L005,
CMD014890,C07718,P023,2024-07-24,5,1169.84,livré,CASA,cash_delivery,L032,2024-07-27
CMD046546,C02869,P009,2023-10-11,2,13609.82,livré,Agadir,cash_delivery,L038,2023-10-13
CMD018796,C01088,P007,11/11/2024,4,15018.71,annulé,mkch,virement,L029,
CMD005117,C02370,P035,01/03/2023,1,121.74,retourne,Agadir,virement,L001,
CMD018863,C00012,P027,Aug 05 2024,2,282.45,OK,Casablanca,virement,L030,
CMD020298,C07030,P005,01/01/2023,4,9237.93,DONE,Fès,mobile_payment,L036,2023-01-07
CMD038261,C03059,P030,2024-10-05,5,131.62,retourné,Oujda,cash_delivery,L026,
CMD023884,C02010,P015,2024-05-09,4,7902.0,DONE,Tanger,carte_bancaire,L019,2024-05-16
CMD017517,C03931,P016,10/12/2024,1,7836.51,livré,Agadir,carte_bancaire,L026,2024-12-14
CMD044541,C02023,P032,19/12/2024,2,83.84,livré,tanger,virement,L022,2024-12-20
CMD038711,C02579,P032,2023-08-24,2,79.29,retourne,CASA,carte_bancaire,L032,
CMD014862,C04853,P010,04/11/2024,3,8878.71,livré,Marrakech,cash_delivery,L004,2024-11-11
CMD011901,C00138,P009,2023-04-03,5,10783.29,annulé,CASA,cash_delivery,,
CMD041013,C03033,P030,2022-05-28,4,154.37,OK,Tnja,cash_delivery,L009,
CMD037112,C01175,P020,05/11/2024,3,413.73,livre,fes,carte_bancaire,L045,2024-11-10
CMD018806,C07119,P017,21/02/2023,2,792.86,annulé,Fès,cash_delivery,L005,
CMD043182,C00460,P025,2024-01-01,2,964.18,livré,TANGER,virement,L049,2024-01-05
CMD031768,C03311,P024,2023-11-18,5,1318.37,DONE,Agadir,carte_bancaire,L028,2023-11-19
CMD012587,C05029,P006,Aug 27 2024,2,16091.59,LIVRE,Kénitra,mobile_payment,L023,2024-09-02
CMD032664,C07347,P012,May 05 2022,1,1331.99,en_cours,Kénitra,mobile_payment,L005,
CMD006716,C01361,P012,2024-09-30,6,1378.32,livré,Tanger,carte_bancaire,L038,2024-10-01
CMD028223,C03703,P008,2022-07-02,5,12047.83,retourné,Tanger,mobile_payment,L013,
CMD048149,C06487,P020,20/12/2023,2,405.56,annulé,Agadir,carte_bancaire,L006,
CMD009734,C05427,P019,Aug 17 2023,1,389.94,en_cours,fes,virement,L025,
CMD019706,C06797,P035,2023-06-17,2,115.06,OK,tanger,mobile_payment,L020,
CMD018363,C01874,P018,25/10/2022,4,895.92,DONE,rbt,virement,L035,2022-10-29
CMD013656,C01275,P001,12/04/2022,5,11831.29,en_cours,casa,carte_bancaire,L008,
CMD020508,C04102,P018,Mar 08 2022,5,775.55,retourné,Tanger,cash_delivery,L006,
CMD028481,C05533,P029,Nov 08 2024,4,208.37,retourné,Tétouan,virement,L017,
CMD047844,C07435,P009,2022-06-05,3,11597.13,annulé,TNG,virement,L009,
CMD002302,C07891,P029,Jul 11 2024,4,193.67,livré,Casablanca,mobile_payment,L046,2024-07-12
CMD011473,C01353,P031,2024-08-07,5,98.73,LIVRE,mkch,carte_bancaire,L031,2024-08-08
CMD018013,C03514,P023,16/04/2024,4,1258.07,livre,TNG,virement,L041,2024-04-19
CMD006082,C00751,P029,Oct 31 2023,4,226.41,OK,Tétouan,mobile_payment,L042,
CMD042621,C07911,P011,Nov 23 2024,3,3232.97,retourné,Rabat,virement,L005,
